72 96
103 120
127 134
144 155
163 171
172 180
182 190
195 198
199 202
209 212
216 221
236 239
243 246
247 261
264 268
269 272
273 276
278 281
300 303
319 322
330 333
340 356
363 367
368 374
379 383
384 387
392 397
404 413
415 420
427 437
438 444
445 465
466 471
473 482
484 491
492 495
501 514
527 535
539 548
549 559
565 573
574 584
590 596
597 602
604 612
613 616
619 625
628 637
641 647
657 669
674 679
684 700
711 715
716 722
725 733
736 741
744 749
765 768
770 777
778 784
793 812
815 831
837 854
856 861
862 868
881 888
892 910
911 923
928 938
942 948
1021 1035
1042 1054
1062 1073
1076 1083
1084 1088
1095 1105
1106 1110
1111 1119
1120 1134
1138 1151
1178 1182
1183 1202
1209 1218
1231 1245
1249 1253
1257 1267
1272 1283
1290 1304
1307 1324
1336 1340
1356 1359
1360 1363
1378 1387
1392 1405
1410 1427
1431 1439
1451 1458
1459 1462
1464 1471
1484 1497
1500 1514
1520 1525
1531 1547
1555 1563
1583 1589
1600 1605
1613 1634
1637 1644
1645 1664
1666 1685
1700 1710
1715 1730
1740 1744
1746 1754
1756 1759
1762 1766
2376 2385
2501 2523
