1 12
16 28
36 42
43 49
68 71
75 80
85 96
101 108
109 114
117 126
129 140
143 153
154 162
173 185
190 195
206 209
219 228
241 245
253 263
264 269
270 273
282 286
287 298
300 318
319 326
327 344
354 360
366 375
386 391
394 406
410 424
429 442
453 459
466 469
481 484
485 490
491 494
495 509
517 530
533 548
549 558
559 563
564 583
584 604
616 622
623 633
639 650
656 672
682 686
699 709
710 720
724 737
750 753
757 762
768 776
783 790
800 804
805 809
810 831
837 850
853 861
866 876
880 886
890 900
901 915
931 939
943 964
968 973
975 981
982 986
996 1007
1013 1024
1025 1030
1037 1049
1051 1079
1085 1088
1096 1108
1116 1126
1128 1144
1153 1161
1169 1173
1179 1186
1187 1191
1196 1206
1212 1221
1239 1249
1254 1259
1284 1293
1302 1310
1318 1332
1333 1338
1339 1346
1350 1356
1362 1370
1380 1386
1405 1409
1425 1429
1440 1445
1453 1463
1467 1480
1490 1495
1500 1516
1530 1536
1538 1551
1557 1573
1584 1591
1599 1611
1614 1622
1624 1639
1640 1657
1698 1706
1712 1720
1729 1736
1737 1740
1742 1755
1762 1769
1771 1775
1781 1797
1802 1809
1820 1829
1901 1910
1954 1957
1970 1978
2028 2036
2041 2049
2054 2061
2079 2088
2089 2101
2103 2110
2119 2122
2228 2233
2250 2259
2305 2313
2328 2332
2360 2368
2426 2429
2450 2453
2494 2508
2522 2533
2581 2594
2598 2601
2644 2661
2695 2709
2711 2719
2737 2742
2786 2800
2807 2814
2818 2822
2828 2839
2840 2847
2851 2858
2864 2872
2873 2887
2898 2904
2957 2960
3041 3045
3098 3107
3121 3125
3131 3136
3137 3146
3161 3165
3226 3232
3249 3254
3268 3272
3337 3340
